FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,7564284,260,M,A1 2328,154,390,055,029,01-05,144-169,"Official Diseases of Domestic Animals/Taiwan, Republic of China
Series: Reports, Correspondence, and Other Records Relating to Preventive Medicine, Veterinary Medicine, and Sanitation, 1960 - 1971
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,7564216,260,M,A1 2328,148,390,055,029,01-05,144-169,"Colonel Washburn-Visit to Japan, Taiwan and Hong Kong, 1967-68
Series: Reports, Correspondence, and Other Records Relating to Preventive Medicine, Veterinary Medicine, and Sanitation, 1960 - 1971
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,5703480,306,,P 64,8,230,046,019,03-07,1-32,"M-317-1964 [Taipei Press Comment on Taiwan Mayoralty-Magistrate Elections]
Series: Research Memoranda, 1963 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,5703350,306,,P 64,6,230,046,019,03-07,1-32,M-186-1964 [Peking Deliberately Clouds Position on Taiwan],,,,,
,5702721,306,,P 47,1,230,047,020,02,1,"A-3-96 -- U.S. Public's Views on China and Taiwan
Series: American Opinion Memoranda, 1996 - 1997
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6079865,313,M,P 88,228,370,033,014/03-020/06,,1-317,"1944: A16-1/EG 62 (Detached Enclosure) Advanced Base Layout - Formosa/Taiwan
Series: Secret and Top Secret General Administrative Files, 2/1/1941 - 12/31/1944
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,6846195,38,M,A1 1001F,49,290,900,068,01-02,42-56,"TAI PEI (TAIWAN) 1 CHINA THRU TAI PEI (TAIWAN) 43-56 CHINA
Series: Secret Naval Intelligence Reports, 1950 - 1950
Record Group 38: Records of the Office of the Chief of Naval Operations, 1875 - 2006",,,,,
,6091058,306,,P 46,313,230,048,034/01-042/03,,1-385,"Taipei: ""The Taiwan Economy,"" English, FY [Fiscal Year] 67
Series: Master File Copies of Field Publications , 1951 - 1979
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6091056,306,,P 46,313,230,048,034/01-042/03,,1-385,"Taiwan: ""Ladder Method for Perfecting Your English,"" Chinese, FY [Fiscal Year] 67",,,,,
,6090086,306,,P 46,289,230,048,034/01-042/03,,1-385,Taipei FY 65 Gateway to Taiwan English,,,,,
,6088745,306,,P 46,238,230,048,034/01-042/03,,1-385,"RSC [Regional Service Center] Beirut: ""Islam in Taiwan,"" Arabic, FY [Fiscal Year] 63",,,,,
,6088589,306,,P 46,232,230,048,034/01-042/03,,1-385,"RSC [Regional Service Center] Manila: ""Taiwan Today,"" English, French, Chinese, Spanihs, FY [Fiscal Year] 63",,,,,
,6088588,306,,P 46,232,230,048,034/01-042/03,,1-385,"RSC [Regional Service Center] Manila: ""Taiwan Harnesses the Atom,"" French, Spanish, FY [Fiscal Year] 63",,,,,
,6087437,306,,P 46,199,230,048,034/01-042/03,,1-385,"RSC [Regional Service Center] Manila: ""Taiwan's Academia Siniea,"" English, FY [Fiscal Year] 62",,,,,
,6087435,306,,P 46,199,230,048,034/01-042/03,,1-385,"RSC [Regional Service Center] Manila: ""Ran In-Ting's Taiwan,"" FY [Fiscal Year] 62",,,,,
,6084274,306,,P 46,58,230,048,034/01-042/03,,1-385,Taipei: U.S. Efforts Toward peace in the Taiwan Area - Chinese 9-22-1958,,,,,
,6084060,306,,P 46,48,230,048,034/01-042/03,,1-385,"Saigon: American Policy on Red China Threats to Taiwan, Offshore Islands - Vietnamese 9-18-58",,,,,
,6083675,306,,P 46,35,230,048,034/01-042/03,,1-385,RPC [Regional Production Center] Manila: Taiwan - Land of Progress - English & Chinese (2 of 2),,,,,
,6083674,306,,P 46,35,230,048,034/01-042/03,,1-385,RPC [Regional Production Center] Manila: Taiwan - Land of Progress - English & Chinese (1 of 2),,,,,
,20761967,156,M,A1 1293,1-2,350,037,029,00,1-2,"Records Relating to Foreign Aid to Taiwan, 1954 - 1962
Record Group 156: Records of the Office of the Chief of Ordnance, 1797 - 1988",,,,,
,25778300,127,M,A1 1072,1-2,631,042,024,05,1-2,"Correspondence Relating to Lebanon and Taiwan, 1958 - 1959
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",,,,,
,4740454,208,,NC-148 370,406,350,073,030,01-06,372-408,"C: Japan (Taiwan) 0.1-R Civil Affairs Handbook Taiwan (Formosa) Navy Sept. '44
Series: Informational Files on Asia, 1943 - 1945
Record Group 208: Records of the Office of War Information, 1926 - 1951",,,,,
,385465,331,M,UD1606,3773,290,015,020,01-07,3766-3786,"Project #37b - Taiwan Nogyo Kai (Telephone Itami 445), September 1948-November 1949
Series: Contraband File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,353528,331,M,UD1365,2029A,290,013,004,07,2029A-2029B,"Organization Act of the Bank Taiwan - Law No. 38, 30 March 1897
Series: Japanese Laws and Ordinance Files, 1946 - 1947
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,340333,331,M,UD1315,1490,290,012,009,01-02,1489-1493,"Taiwan-Jin Ni Kansuru Hoken Mondai, Shogai Shiryo Dai 7 Go, May 1950
Series: Miscellaneous File, 1946 - 1951
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,1408781,59,,A1 5514,25,150,073,011,01-02,20-27,"IR 7829- Probable Soviet Tactics on the Taiwan Straits Crisis in the United Nations - Oct. 3, 1958
Series: Intelligence Reports on the Union of Soviet Socialist Republics and Eastern Europe, 1942 - 1974
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,586891,550,M,A1 2,170,270,081,008/03-015/01,,1-348,"MAAG [Military Assistance Advisory Group], Taiwan: Operational Readiness Evaluation of Map - Support Forces 30 June 1965
Series: Classified Organizational History Files, 1959 - ca. 1974
Record Group 550: Records of the U.S. Army, Pacific, 1945 - 1984",,,,,
,586889,550,M,A1 2,170,270,081,008/03-015/01,,1-348,"MAAG [Military Assistance Advisory Group], Taiwan: The Political Warfare Systems in the Chinese Armed Forces",,,,,
,486735,331,M,UD1801,8515,290,021,030,05-06,8513-8516,"Claim of Banque d""Anvers against Tokyo Branch of Bank of Taiwan
Series: Fair Trade Practices File, 1947 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,483999,331,M,UD1787,8360,290,021,023,01-06,8354-8370,"Civil Affairs Guide: The Fishing Industry in Taiwan (Formosa), OPNAV 13-29
Series: General Subject File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,6096803,313,M,P 93,1,370,035,035,04-06,1-17,"[A2-2] [Civil Affairs Handbook-Taiwan (Formosa), Taichu Province (OPNAV 13-26), October 15, 1944]
Series: Historical Files, 1942 - 1946
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,6096802,313,M,P 93,1,370,035,035,04-06,1-17,"[A2-2] [Civil Affairs Handbook-Taiwan (Formosa), Tainan Province (OPNAV 13-28), October 1, 1944]",,,,,
,22362191,260,M,A1 2316,110,390,055,028,03-05,108-121,"Taiwan Provincial Maternal and Child Health Institute - Report of April-June 1967, and Other Documents
Series: Reference Publications, 1950 - 1971
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,5713163,306,,P 49,8,230,047,020,02-03,1-8,"B-83-99 -- Taiwan Opinion Polls Show Little Room for Give in Cross-Strait Negotiations
Series: Briefing Papers, 1996 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,26309376,59,,UD-WX 652,1,631,045,007,06,1,"Records Relating to Policy Planning and Relations with China, Taiwan, and Vietnam, 1961 - 1972
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,437633,331,M,UD1726,6376,290,018,034,01-05,6369-6381,"The Bank of Japan (as Agent for SCAP) - Statements of Taiwan-Occupied Japan Open Account for the Months of August, September, October 1951
Series: General Subject File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,353507,331,M,UD 1365,"2029A
",290,013,004,07,"2029A-2029B

","Special Regulations Pertaining to the Bank of Chosen Act and the Bank of Taiwan Act - Law No. 15, March 1944
Series: Japanese Laws and Ordinance Files, 1946 - 1947
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,586952,550,M,A1 2,172,270,081,008/03-015/01,,,"USARPAC [United States Army, Pacific]: Visit to Taiwan (MAAG [Military Assistance Advisory Group], China and ex Sky Soldier III) 6 March 1963
Series: Classified Organizational History Files, 1959 - ca. 1974
Record Group 550: Records of the U.S. Army, Pacific, 1945 - 1984",,,,,
,586885,550,M,A1 2,169,270,081,008/03-015/01,,,"MAAG [Military Assistance Advisory Group], Taiwan: Narrative Statement, MA Programming for the Gov't of the Republic of China 31 Dec. 1958",,,,,
,586884,550,M,A1 2,169,270,081,008/03-015/01,,,"MAAG [Military Assistance Advisory Group], Taiwan: Semi-Annual Report on the Status of Chinese Military Establishment 1 October 57 - 31 March 58",,,,,
,483728,331,M,UD1787,8349,290,021,022,01-07,8333-8353,"Department of Justice, Economic Warfare Section No. 1/28: Report on City of Taihoku, Taiwan (Formosa) and Environs
Series: General Subject File, 1945 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,7542283,263,M,A1 29,3,190,025,008,01-04,1-25,"108) SNIE 100-11-58, 16 Sept 58, Probable Chinese Communist and Soviet Intention in the Taiwan Strait Area
Series: National Intelligence Estimates and Related Reports and Correspondence, 1950 - 1985
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",,,,,
,6818023,306,,A1 1011,2,230,046,024,05-06,1-2,"1959: PMS-53: Reactions to VOA [Voice of America] News Broadcasts in Japan and Taiwan, with Special Reference to Repeated News Broadcasts
Series: Program and Media Studies, 1956 - 1962
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6082842,306,,P 46,9,230,048,034/01-042/03,,1-385,"RPC [Regional Production Center] Manila:: American Policy on Red China Threats to Taiwan, Offshore Islands - (Dulles) English 9-10-58
Series: Master File Copies of Field Publications , 1951 - 1979
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,7708434,306,,P 64,45,230,046,020,01-07,"33-78
41A-61A","M-2-21-1989 [Asian Economic Elites Look at Economic Relations with the US: Views from Korean, Taiwan, Hong Kong, Singapore and Thailand]
Series: Research Memoranda, 1963 - 1999
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,7707323,306,,P 64,28,230,046,020,01-07,"33-78
41A-61A",M-287-1966 [Notes From Cuban/Latin American Media Reaction/Far East Media Reaction/Near East and South Asia Media Reaction/African Media Reaction/African Media/West European Media Reaction/Danish &d West German Public Opinion/USIS Activities in Taiwan],,,,,
,7706051,306,,P 64,8,230,046,019,03-07,"1-32
1A-20A","M-324-1964 [Leading British Paper Says Johnson Administration May Bear Marks of Greatness/""Joyce Affair"" - Athens Press/Peking Sees New U.S. Effort to Make Off with Taiwan/Sihanouk, Kennedy, and Johnson/Indonesians & Tarzan - White Supremacy]",,,,,
,7705647,306,,P 64,4,230,046,019,03-07,"1-32
1A-20A","M-352-1963 [Asian Educational Planning Conference/Soviet TV/Radio Ownership in Taiwan/Japanese Edition of ""People's China""/Chilean Press]",,,,,
,17618454,334,M,"
UD-WW 33-14",1,130,055,044,03,1,"General Administrative Files, 1970 - 1977
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618454,334,M,UD-WW 33-13,1,130,055,044,02,1,"Military Assistance Advisory Group, Taiwan
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618458,334,M,UD-WW 33-12,,130,055,044,01-02,1-4,"Chinese Translations of Publications, 1951 - 1954
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618450,334,M,UD-WW 33-11,,130,055,043,07,1-2,"Publications Record Set Files and Organization Planning Files, 1958 - 1960
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618450,334,M,UD-WW 33-11,,130,055,044,01,3,"Publications Record Set Files and Organization Planning Files, 1958 - 1960
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618452,334,M,UD-WW 33-10,,130,055,043,06-07,1-2,"Publications Record Set Files and Foreign National Advisory Files, 1962 - 1962
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618449,334,M,UD-WW 33-9,,130,055,043,06,1-2,"Publications Record Set Files, Organization Planning Files, and Naval Section Correspondence, 1959 - 1959
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618446,334,M,UD-WW 33-8,,130,055,043,05,1,"General Administrative Files, 1957 - 1959
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618443,334,M,UD-WW 33-7,,130,055,043,04-05,1-3,"Publications Record Set Files, 1951 - 1955
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618447,334,M,UD-WW 33-6,,130,055,043,03-04,1-3,"Administrative Files, Special Transportation Request Files, and Publications Record Set Files, 1957 - 1958
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618451,334,M,UD-WW 33-5,1,130,055,043,03,1,"Publications Record Set Files and Reports, 1961 - 1961
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618453,334,M,UD-WW 33-4,,130,055,043,02-03,1-4,"Publications Record Set Files and Foreign National Advisory Files, 1963 - 1963
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618445,334,M,UD-WW 33-3,,130,055,043,01,28,"Records of Trial and Records Relating to Cargo, 1956 - 1957
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618455,334,M,UD-WW 33-2,,130,055,043,01,1,"Correspondence and Publications Record Set Files Relating to the Military Assistance Advisory Group and the U.S. Strategic Communications Signal Group in Taiwan, 1969 - 1975
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618456,334,M,UD-WW 33-1,,130,055,042,07,1-3,"Organizational History Files, 1951 - 1970
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618456,334,M,UD-WW 33-1,,130,055,043,01,4,"Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,27022894,59,,UD-UP 36,1,631,073,068,03,1,"Sino-American Joint Session Files, 1961 - 1964
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2767747,59,,UD-04D 1,12,250,065,016,03-05,1-14,"OIR (Office of Intelligence Research) CS 5.24 Foreign Reaction to 1. 
General MacArthur's Visit to Taiwan (Formosa) of July 31st, 1950 2. 
General MacArthur's Message to the Veterans of Foreign Wars, August 28, 1950
Series: Records and Publications, 1884 - 1953
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,7694862,313,M,UD 1619,,631,055,059,07,9196-9198,"Unclassified and Confidential Subject Flag Files, 1957 - 1957
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,,313,M,UD 1619,,631,055,060,01,9199,,,,,,
,7694853,313,M,UD 1615,,190,080,016,05-06,9183-9184,"Secret Subject Flag Files, 1957 - 1958
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,23889535,334,M,UD-06W 19,1,631L4,002,009,05,1,"Serial Correspondence, Circulars, and Reports Relating to Petroleum Storage and Facilities, Logistics, Taiwan, the Philippines, Vietnam, Port Surveys, and the Southeast Asian Treaty Organization (SEATO), 1956 - 1956
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,23889533,334,M,UD-06W 22,1,631L4,002,009,04,1,"Serial Correspondence, Circulars, and Memoranda Relating to Operations, Operational Exercises, Storage, Submarines, Cambodia, Taiwan, Hong Kong, and Conferences, 1955 - 1956
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,22344765,166,,UD-09D 6,1,170,075,026,07,1,"Agricultural Research Project Case Files for the Special Foreign Currency Program in Taiwan, 1987 - 1993
Record Group 166: Records of the Foreign Agricultural Service, 1901 - 1994",,,,,
,1275015,407,M,A1 1063,49,270,049,024,01-06,1-52,"[8 booklets in Japanese with following notations: Hakodate #2; Hakodate #2; Issue and receipt of relief supplies from #1 Det Camp to #2 Branch Camp; Relief Supplies from #2 Det Camp to #2 Branch Camp; Taiwan POW Regulations; Fukuoka Dispatch Area 12. Da
Series: Prisoner of War (POW) General Correspondence Files, 1941 - 1945
Record Group 407: Records of the Adjutant General's Office, 1905 - 1981",,,,,
,16624320,319,M,UD 92,1,350,073,011,03,1,"History of the Army Section of the Military Assistance Advisory Group Taiwan, 1953 - 1957
Record Group 319: Records of the Army Staff, 1903 - 2009",,,,,
,3934143,60,,"
P 67",287,230,060,024,02-07,253-291,"[Galebach, Stephen H.] SG/ Liu/ Taiwan Case AG Projects File
Series: Subject Files of Assistants to the Attorney General, 1974 - 1994
Record Group 60: General Records of the Department of Justice, 1790 - 2002",,,,,
,3933446,60,,P 65,221,230,060,023,01-02,194-205,"[Galebach, Stephen H.] [SHG/] Immigration/ Taiwan
Series: Subject Files of Assistants to the Attorney General, 1974 - 1994
Record Group 60: General Records of the Department of Justice, 1790 - 2002",,,,,
,3931698,60,,P 32,60,230,060,020,01-03,50-61A,"[Kuhl, Carolyn] Taiwan Minister cbk
Series: Subject Files of Assistants to the Attorney General, 1974 - 1994
Record Group 60: General Records of the Department of Justice, 1790 - 2002",,,,,
,3936631,60,,P70,525,230,060,029,06-07,524-531,"[Calabresi, Stephen G.] [Accoridan Folder] [Unlabeled folder with note stapled ""John Marion…""] 
[Book] ""Becoming an Industrialized Nation ROC’s Development on Taiwan by Yuan-li Wu (1985)
Series: Subject Files of Assistants to the Attorney General, 1974 - 1994
Record Group 60: General Records of the Department of Justice, 1790 - 2002",,,,,
,2092758,59,,A1 1206,,250,049,007,02,21,"Economic (E) Files, 1951 - 1952
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2092759,59,,A1 1207,,250,049,007,02-03,22-24,"Political (P) Files, 1948 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2092760,59,,A1 1208,,250,049,007,03-07,25-54,"Numerical Files, 1949 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2092761,59,,A1 1209,,250,049,007,07,55,"Air Force Project (AP) Files, 1953 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2092762,59,,A1 1210,,250,049,007,07,55,"Chronological Files, 1/15/1950 - 9/20/1950
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,1766480,469,,UD 441,1,250,076,026,03,1,"Records Relating to the Aid Program in China and Formosa, 1953 - 1955
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,1747628,469,,UD 440,1,250,076,026,03,1,"Records Relating to the Mutual Security Program in China and Formosa, 1952 - 1953
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,1747582,469,,UD 439,1-2,250,076,026,03,1-2,"China and Formosa Subject Files, 1952 - 1956
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,1747558,469,,UD 438,1-6,250,076,026,02-03,1-6,"China and Formosa Program Files, 1952 - 1957
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3493192,469,,P 382,,250,038,016,00,1-7,"Subject Files, 1955 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 382,,250,038,021,00,8-13,"Subject Files, 1955 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,1766864,469,,UD 465,,250,076,028,03-07,1-30,"China Project Files, 1955 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,UD 465,,250,076,029,01-02,31-39,"China Project Files, 1955 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3054088,338,M,P 50433,113-116,290,068,002,07,113-116,"Decimal Files, 1944 - 1944
Record Group 338: Records of U.S. Army Operational, Tactical, and Support Organizations (World War II and Thereafter), 1917 - 1999",,,,,
,1934643,59,,A1 3069,1-4,250,062,022,07,1-4,"Subject and Country Files, 1950 - 1962
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,1256870,286,,P 4,1,631,053,049,06,1,"Subject and Project Files, 1963 - 1968
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,2663446,33,,P 30,,250,013,024,00,1-2,"Records Relating to 4-H International Agricultural Training Programs, ca. 1961 - 1995
Record Group 33: Records of the Extension Service, 1888 - 2000",,,,,
,,33,,P 30,,250,013,025,00,3-9,"Records Relating to 4-H International Agricultural Training Programs, ca. 1961 - 1995
Record Group 33: Records of the Extension Service, 1888 - 2000",,,,,
,7324018,242,M,A1 1065,548,190,014,018,02,548,"Tokyo Cables Concerning Allied Civilian and Military Personnel, 1954 - 1958
Record Group 242: National Archives Collection of Foreign Records Seized, 1675 - 1958",,,,,
,6850702,131,,A1 29,,230,036,001,03,76-78,"Seized Correspondence of Z. Horikoshi and Company with Banks, 1944? - 1948
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,24066905,237,,UD-WW 43,,130,039,021,07,1-2,"General Correspondence Relating to the International Civil Aviation Organization (ICAO), 1944 - 1961
Record Group 237: Records of the Federal Aviation Administration, 1922 - 2008",,,,,
,,237,,UD-WW 43,,130,039,022,01,3-4,"General Correspondence Relating to the International Civil Aviation Organization (ICAO), 1944 - 1961
Record Group 237: Records of the Federal Aviation Administration, 1922 - 2008",,,,,
,23889205,27,,	UD 157,107,130,016,008,01,107,"Records Relating to International Technical Assistance from the World Meteorological Organization (WMO), 8/13/1951 - 3/4/1955
Record Group 27: Records of the Weather Bureau, 1735 - 1989",,,,,
,3493174,469,,P 379,,250,038,014,00,1-2,"Subject Files , 1956 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 379,,250,038,015,00,3-8,"Subject Files , 1956 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3255128,469,,P 377,,250,037,031,00,1-2,"Classified Subject Files , 1955 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 377,,250,037,032,00,3-9,"Classified Subject Files , 1955 - 1960",,,,,
,,469,,P 377,,250,037,033,00,10-16,"Classified Subject Files , 1955 - 1960",,,,,
,,469,,P 377,,250,037,034,00,17-20,"Classified Subject Files , 1955 - 1960",,,,,
,1702313,469,,UD 615,1-4,250,077,019,06,1-4,"Reference Files of Eric H. Biddle, 1951 - 1952
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,6207260,428,M,UD-WW 135,1-3,190,034,008,02-03,1-3,"Korean War Air Medal Citation Files, 1951 - 1953
Record Group 428: General Records of the Department of the Navy, 1941 - 2004",,,,,
,6948710,220,,A1 41325 A,1-2,650,034,012,03,1-2,"Testimony and Related Records, 1992 - 1992
Record Group 220: Records of Temporary Committees, Commissions, and Boards, 1893 - 2008",,,,,
,6706697,286,,P 905,1-2,150,038,001,01,1-2,"Subject Files, 1953 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706686,286,,P 904,1-7,150,038,008,05-06,1-7,"General Records, 1960 - 1963
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706609,286,,P 903,,150,038,008,01-05,1-31,"Subject Files, 1960 - 1964
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706594,286,,P 902,,150,038,008,06-07,1-10,"Subject Files, 1960 - 1963
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,286,,P 902,,150,038,009,01,11-16,"Subject Files, 1960 - 1963
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706562,286,,"P 900
",,150,038,009,01,1-4,"USAID Mission to China Office of the Controller General Records, 1965 - 1968

Taiwan Embassy SUBJ 60-70 Taiwan SUBJ/Loans 71
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,"四箱全拍
USAID 美國國際開發署資料
借貸/經濟合作 /人口控制/能源/人力資源/食品等",,,
,6706560,286,,P 899, 1-39,150,037,033,02-07,1-39,"Central Subject Files, 1962 - 1965
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706558,286,,P 898,,150,037,035,03-07,1-32,"Central Subject Files, 1959 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6706558,286,,P 898,,150,038,001,01,33-38,"Central Subject Files, 1959 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6120908,114,,A1 1044,1-3,170,052,019,04,1-3,"Records of Joseph B. Rogers Relating to Foreign Visitors, 1960 - 1965
Record Group 114: Records of the Natural Resources Conservation Service, 1875 - 2002",,,,,
,27499759,59,,UD-07D 13,1-2,490,040,017,06,1-2,"Military Files, 1979 - 1981
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,1766853,469,,UD 463,1-3,250,076,028,02,1-3,"Reports Relating to Economic and Technical Assistance Programs in China, 1950 - 1957
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,17618448,334,M,UD-UP 15,1,350,902,013,04,1,"General Administrative Files, 1959 - 1961
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,17618444,334,M,UD-UP 30,1,631,024,064,01,1,"Organization Planning Files and Foreign National Advisory Files, 1957 - 1960
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,20797139,334,M,UD 1002,1,190,901,021,03,1,"Scrapbook Relating to the Army Friendship Program, 1966 - 1972
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,12192455,181,M,UD-05W 23,1-2,190,021,010,06,1-2,"Classified Subject Files and Diaries, 1955 - 1977
Record Group 181: Records of Naval Districts and Shore Establishments, 1784 - 2000",,,,,
,28794169,313,M,UD 1618,,631,055,059,05-06,9192-9195,"Unclassified and Confidential Subject Files (Red 586), 1959 - 1959
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,28794168,313,M,UD 1617,,631,055,059,04-05,9189-9191,"Secret Subject Files (Red 585), 1959 - 1960
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,4243806,59,,P 301,1-13,490L2,055,018,03-07,1-13,"Program Files for Soviet - Asia Relations, 1960 - 1978
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,3237338,334,M,P 1,1-9,190,019,025,05-06,1-9,"Actions and Decisions, 1947 - 1949
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,2945490,469,,P 90,,250,025,005,00,1-6,"Reports, 1953 - 1962
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 90,,250,025,006,00,7-13,"Reports, 1953 - 1962
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 90,,250,025,007,00,14-20,"Reports, 1953 - 1962
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 90,,250,025,008,00,21-22,"Reports, 1953 - 1962
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
